35.5289040528,139.2723385018,22.4990000000
35.5289015373,139.2723438499,22.9050000000
35.5288990140,139.2723494266,23.1410000000
35.5288960731,139.2723546340,23.4420000000
35.5288938454,139.2723599576,23.7410000000
35.5288902067,139.2723661386,22.9300000000
35.5288872403,139.2723720825,22.4500000000
35.5288849438,139.2723776384,22.4150000000
35.5288823800,139.2723827718,22.7390000000
35.5288792841,139.2723890683,22.5490000000
35.5288772031,139.2723936102,23.1820000000
35.5288744815,139.2723994176,23.2850000000
35.5288717682,139.2724047426,22.8610000000
35.5288691851,139.2724099385,22.5900000000
35.5288666472,139.2724154403,22.5710000000
35.5288644734,139.2724227520,22.9940000000
35.5288617439,139.2724272363,23.0060000000
35.5288588336,139.2724331964,22.4130000000
35.5288560778,139.2724375382,22.3610000000
35.5288532501,139.2724442418,22.8400000000
35.5288511907,139.2724469056,23.1080000000
35.5288481456,139.2724538115,22.3400000000
35.5288234017,139.2724653402,21.9290000000
35.5288257660,139.2724599141,22.6400000000
35.5288279179,139.2724533447,21.6800000000
35.5288307592,139.2724483627,21.8760000000
35.5288336963,139.2724411519,21.7580000000
35.5288360814,139.2724366957,21.9540000000
35.5288384345,139.2724314837,21.9000000000
35.5288413900,139.2724254837,22.1540000000
35.5288438809,139.2724201646,21.8430000000
35.5288461937,139.2724147766,22.2850000000
35.5288491351,139.2724084787,22.4370000000
35.5288516936,139.2724033259,22.6640000000
35.5288543211,139.2723973897,22.4460000000
35.5288571453,139.2723921063,22.4820000000
35.5288594682,139.2723865039,22.6220000000
35.5288622220,139.2723820958,23.4150000000
35.5288650516,139.2723764849,23.0080000000
35.5288675817,139.2723707080,23.2410000000
35.5288703817,139.2723654473,23.3880000000
35.5288728712,139.2723602481,22.9790000000
35.5288757717,139.2723546785,23.4600000000
35.5288778332,139.2723494263,23.2380000000
35.5288805417,139.2723438226,23.0470000000
35.5288833433,139.2723385789,23.7200000000
35.5288861706,139.2723319278,23.2220000000
35.5288889805,139.2723264099,23.6450000000
35.5288913617,139.2723213260,23.2350000000
35.5288945657,139.2723148725,23.0670000000
35.5288970394,139.2723107410,23.9460000000
35.5288996688,139.2723051215,23.3880000000
35.5289019707,139.2723002344,23.3860000000
35.5289051250,139.2722927641,22.8710000000
35.5289075331,139.2722877477,22.3890000000
35.5289101353,139.2722813675,22.4870000000
35.5289127306,139.2722767010,22.1820000000
35.5289154782,139.2722717733,22.1720000000
35.5289177874,139.2722668911,22.6670000000
35.5289205966,139.2722605804,22.4200000000
35.5289227482,139.2722542809,23.1410000000
35.5289143631,139.2722363058,25.4080000000
35.5289126115,139.2722416254,22.9690000000
35.5289101224,139.2722469146,22.7420000000
35.5289074353,139.2722524766,23.2950000000
35.5289045213,139.2722582439,22.1350000000
35.5289019825,139.2722638835,22.4480000000
35.5288991547,139.2722697232,22.3380000000
35.5288967386,139.2722752978,23.0890000000
35.5288941368,139.2722809852,23.0750000000
35.5288908525,139.2722874028,23.0420000000
35.5288890067,139.2722923382,23.4660000000
35.5288862518,139.2722976995,23.4090000000
35.5288835105,139.2723027773,23.4470000000
35.5288813581,139.2723079680,23.2750000000
35.5288782918,139.2723142710,23.7650000000
35.5288753678,139.2723198025,23.3780000000
35.5288724190,139.2723245946,22.4830000000
35.5288696933,139.2723304257,22.3720000000
35.5288670743,139.2723363267,22.1950000000
35.5288642445,139.2723412170,22.5550000000
35.5288618721,139.2723472528,22.3460000000
35.5288593992,139.2723534393,22.5070000000
35.5288563505,139.2723591510,22.5440000000
35.5288542931,139.2723643384,22.6830000000
35.5288518285,139.2723688768,22.7520000000
35.5288489161,139.2723753375,22.4480000000
35.5288463015,139.2723802063,22.5940000000
35.5288435483,139.2723853349,22.7450000000
35.5288404548,139.2723911695,22.4190000000
35.5288376524,139.2723968579,22.5510000000
35.5288344718,139.2724020992,21.9880000000
35.5288317280,139.2724080090,22.0770000000
35.5288290437,139.2724128241,22.3930000000
35.5288266419,139.2724188592,22.1290000000
35.5288242746,139.2724236448,21.6150000000
35.5288219204,139.2724278915,21.6740000000
35.5288188333,139.2724344997,21.3570000000
35.5288160291,139.2724400601,21.8300000000
35.5287928856,139.2724471845,21.8120000000
35.5287954872,139.2724409658,22.5390000000
35.5287979996,139.2724353303,21.9690000000
35.5288005074,139.2724294704,21.5260000000
35.5288025308,139.2724251852,21.4100000000
35.5288048767,139.2724195855,21.3190000000
35.5288077258,139.2724136533,21.4860000000
35.5288103497,139.2724084948,21.2850000000
35.5288124945,139.2724033759,21.3750000000
35.5288154355,139.2723972638,21.5140000000
35.5288179768,139.2723921342,21.8960000000
35.5288209661,139.2723864089,21.9780000000
35.5288232646,139.2723814999,22.0630000000
35.5288258557,139.2723759747,22.2150000000
35.5288284724,139.2723704968,22.5670000000
35.5288308899,139.2723654424,22.3660000000
35.5288336286,139.2723600765,22.6120000000
35.5288365568,139.2723534436,22.3090000000
35.5288387437,139.2723485913,22.5890000000
35.5288414480,139.2723437717,22.8210000000
35.5288442680,139.2723373709,22.8080000000
35.5288466097,139.2723326745,22.9270000000
35.5288494515,139.2723267363,23.3950000000
35.5288518286,139.2723214961,23.4250000000
35.5288542297,139.2723159602,23.1320000000
35.5288569403,139.2723102731,24.0090000000
35.5288597184,139.2723050991,23.9690000000
35.5288625102,139.2722993228,23.7640000000
35.5288651692,139.2722937248,22.8260000000
35.5288673213,139.2722892148,22.7440000000
35.5288701840,139.2722836041,22.7370000000
35.5288728022,139.2722782908,22.9760000000
35.5288755469,139.2722725269,23.1900000000
35.5288782205,139.2722670137,23.4150000000
35.5288808362,139.2722614878,23.2850000000
35.5288836476,139.2722563688,23.3320000000
35.5288861176,139.2722505341,23.5090000000
35.5288890308,139.2722449484,23.5240000000
35.5288914415,139.2722384393,23.4390000000
35.5288857904,139.2722184115,26.1400000000
35.5288837731,139.2722239309,23.2080000000
35.5288799813,139.2722310749,24.7280000000
35.5288772492,139.2722365329,23.0050000000
35.5288752404,139.2722407728,23.1830000000
35.5288725236,139.2722457586,23.6550000000
35.5288697020,139.2722516401,23.1900000000
35.5288671304,139.2722572196,22.9640000000
35.5288640337,139.2722630610,23.0880000000
35.5288615513,139.2722685726,23.0130000000
35.5288590594,139.2722739307,23.0470000000
35.5288562115,139.2722792644,22.8720000000
35.5288537143,139.2722851681,22.8830000000
35.5288507033,139.2722910307,22.9860000000
35.5288486331,139.2722951121,23.1540000000
35.5288459548,139.2723012453,23.2790000000
35.5288431193,139.2723067869,22.7860000000
35.5288406798,139.2723132199,22.8400000000
35.5288379116,139.2723189212,22.7430000000
35.5288351635,139.2723237598,22.6360000000
35.5288323716,139.2723297718,22.9430000000
35.5288301573,139.2723344335,23.0730000000
35.5288275082,139.2723409368,22.5460000000
35.5288245868,139.2723469336,22.9860000000
35.5288218941,139.2723522756,23.0590000000
35.5288194095,139.2723577576,23.3320000000
35.5288167691,139.2723627801,22.8980000000
35.5288140587,139.2723689295,23.1340000000
35.5288109346,139.2723751957,22.7860000000
35.5288085327,139.2723801180,22.6330000000
35.5288059221,139.2723852368,22.3800000000
35.5288037235,139.2723905872,22.5730000000
35.5288014165,139.2723969042,21.7900000000
35.5287984221,139.2724020372,22.2280000000
35.5287960385,139.2724062915,21.9660000000
35.5287931851,139.2724124416,21.9630000000
35.5287906171,139.2724181903,21.8020000000
35.5287878039,139.2724245208,21.9550000000
35.5287613459,139.2724293043,22.4880000000
35.5287641173,139.2724236809,22.7100000000
35.5287662773,139.2724187753,22.9160000000
35.5287687088,139.2724122629,22.7020000000
35.5287716486,139.2724068407,22.3430000000
35.5287743076,139.2724017600,23.4310000000
35.5287764500,139.2723963388,22.4500000000
35.5287787974,139.2723909851,22.8440000000
35.5287812743,139.2723858521,22.3660000000
35.5287839058,139.2723808222,23.2730000000
35.5287867757,139.2723748574,23.9000000000
35.5287894826,139.2723705241,22.7270000000
35.5287919271,139.2723634446,23.1490000000
35.5287947617,139.2723579496,24.0110000000
35.5287976823,139.2723532257,24.0570000000
35.5288004003,139.2723470933,22.6550000000
35.5288033844,139.2723418369,22.1820000000
35.5288058091,139.2723366666,24.2590000000
35.5288084746,139.2723316136,23.2440000000
35.5288111324,139.2723265542,23.4930000000
35.5288136888,139.2723209372,23.3610000000
35.5288163296,139.2723158335,23.6940000000
35.5288191307,139.2723102034,23.7980000000
35.5288221407,139.2723050141,23.5080000000
35.5288246347,139.2722995382,24.0210000000
35.5288273449,139.2722941807,24.2460000000
35.5288301375,139.2722884644,24.0650000000
35.5288328906,139.2722825870,24.2210000000
35.5288352530,139.2722777980,23.6660000000
35.5288381272,139.2722729643,23.4700000000
35.5288409804,139.2722679088,23.7450000000
35.5288439451,139.2722617434,23.7140000000
35.5288470785,139.2722566733,23.9840000000
35.5288492606,139.2722516715,24.1280000000
35.5288517890,139.2722458833,23.4560000000
35.5288541922,139.2722405454,23.0430000000
35.5288568655,139.2722355851,23.8900000000
35.5288602678,139.2722300314,23.9310000000
35.5288630146,139.2722245044,23.6290000000
